property_id,value_segment
ZRX18962,Standard
ZRX18969,Value Plus
ZRX18970,Normal
ZRX18973,Standard
ZRX18976,Standard
ZRX18998,Value Plus
ZRX19002,Standard
ZRX19006,Value Plus
ZRX19018,Normal
ZRX19020,Super Value Plus
ZRX19021,Normal
ZRX19022,Super Value Plus
ZRX19027,Super Value Plus
ZRX19032,Value Plus
ZRX19033,Value Plus
ZRX19034,Standard
ZRX19035,Value
ZRX19036,Value Plus
ZRX19037,Value
ZRX19039,Standard
ZRX19040,Value
ZRX19041,Super Value Plus
ZRX19046,Value
ZRX19047,Value Plus
ZRX19048,Value Plus
ZRX19054,Super Value Plus
ZRX19058,Super Value Plus
ZRX19061,Standard
ZRX19069,Standard
ZRX19079,Standard
ZRX19082,Value Plus
ZRX19092,Normal
ZRX19104,Normal
ZRX19105,Standard
ZRX19108,Standard
ZRX19109,Value
ZRX19111,Value
ZRX19114,Standard
ZRX19117,Value
ZRX19123,Standard
ZRX19125,Value
ZRX19128,Standard
ZRX19130,Normal
ZRX19136,Standard
ZRX19139,Value Plus
ZRX19141,Value Plus
ZRX19143,Value
ZRX19144,Value Plus
ZRX19145,Standard
ZRX19160,Super Value Plus
ZRX19163,Normal
ZRX19167,Super Value Plus
ZRX19170,Normal
ZRX19175,Value
ZRX19177,Value
ZRX19190,Normal
ZRX19195,Standard
ZRX19198,Value Plus
ZRX19200,Super Value Plus
ZRX19202,Value
ZRX19203,Normal
ZRX19213,Value
ZRX19216,Normal
ZRX19222,Standard
ZRX19233,Standard
ZRX19241,Value Plus
ZRX19242,Super Value Plus
ZRX19245,Normal
ZRX19256,Value Plus
ZRX19258,Normal
ZRX19259,Normal
ZRX19260,Normal
ZRX19261,Standard
ZRX19266,Standard
ZRX19272,Value Plus
ZRX19277,Value Plus
ZRX19284,Standard
ZRX19286,Value
ZRX19287,Value Plus
ZRX19289,Super Value Plus
ZRX19293,Value Plus
ZRX19294,Normal
ZRX19298,Standard
ZRX19304,Value
ZRX19307,Normal
ZRX19313,Normal
ZRX19317,Value Plus
ZRX19318,Normal
ZRX19319,Value Plus
ZRX19320,Normal
ZRX19321,Standard
ZRX19327,Super Value Plus
ZRX19328,Standard
ZRX19330,Value Plus
ZRX19336,Normal
ZRX19338,Standard
ZRX19339,Standard
ZRX19345,Normal
ZRX19346,Super Value Plus
ZRX19347,Normal
ZRX19348,Super Value Plus
ZRX19349,Super Value Plus
ZRX19350,Normal
ZRX19352,Standard
ZRX19355,Super Value Plus
ZRX19356,Value Plus
ZRX19358,Standard
ZRX19360,Standard
ZRX19371,Value Plus
ZRX19373,Value Plus
ZRX19375,Value Plus
ZRX19376,Value
ZRX19383,Normal
ZRX19389,Standard
ZRX19391,Super Value Plus
ZRX19393,Super Value Plus
ZRX19395,Value Plus
ZRX19397,Standard
ZRX19400,Value
ZRX19401,Normal
ZRX19404,Normal
ZRX19407,Value Plus
ZRX19413,Standard
ZRX19423,Super Value Plus
ZRX19433,Normal
ZRX19434,Normal
ZRX19436,Normal
ZRX19438,Normal
ZRX19439,Standard
ZRX19441,Value Plus
ZRX19445,Standard
ZRX19446,Super Value Plus
ZRX19449,Value Plus
ZRX19450,Value Plus
ZRX19455,Super Value Plus
ZRX19462,Super Value Plus
ZRX19463,Value Plus
ZRX19468,Super Value Plus
ZRX19473,Standard
ZRX19478,Normal
ZRX19479,Super Value Plus
ZRX19480,Standard
ZRX19485,Normal
ZRX19486,Normal
ZRX19487,Super Value Plus
ZRX19494,Value
ZRX19499,Value
ZRX19505,Value
ZRX19506,Value Plus
ZRX19507,Super Value Plus
ZRX19519,Super Value Plus
ZRX19526,Normal
ZRX19530,Value Plus
ZRX19535,Standard
ZRX19537,Value
ZRX19539,Standard
ZRX19543,Value Plus
ZRX19544,Super Value Plus
ZRX19545,Value
ZRX19546,Value
ZRX19549,Normal
ZRX19551,Normal
ZRX19560,Standard
ZRX19561,Normal
ZRX19564,Super Value Plus
ZRX19565,Super Value Plus
ZRX19566,Standard
ZRX19567,Normal
ZRX19570,Normal
ZRX19571,Normal
ZRX19575,Super Value Plus
ZRX19578,Normal
ZRX19580,Value
ZRX19581,Value Plus
ZRX19588,Normal
ZRX19589,Value Plus
ZRX19604,Value
ZRX19605,Normal
ZRX19606,Standard
ZRX19607,Super Value Plus
ZRX19608,Super Value Plus
ZRX19613,Value
ZRX19621,Super Value Plus
ZRX19625,Super Value Plus
ZRX19628,Standard
ZRX19629,Standard
ZRX19631,Value
ZRX19638,Value
ZRX19640,Super Value Plus
ZRX19643,Normal
ZRX19650,Super Value Plus
ZRX19653,Normal
ZRX19656,Normal
ZRX19672,Standard
ZRX19674,Normal
ZRX19678,Value Plus
ZRX19679,Super Value Plus
ZRX19682,Normal
ZRX19683,Standard
ZRX19684,Value
ZRX19697,Normal
ZRX19708,Normal
ZRX19709,Normal
ZRX19715,Standard
ZRX19718,Value
ZRX19724,Normal
ZRX19725,Value Plus
ZRX19730,Value
ZRX19734,Normal
ZRX19737,Normal
ZRX19738,Normal
ZRX19739,Value Plus
ZRX19740,Value Plus
ZRX19743,Standard
ZRX19746,Standard
ZRX19757,Value Plus
ZRX19759,Standard
ZRX19763,Super Value Plus
ZRX19764,Value Plus
ZRX19765,Value
ZRX19769,Normal
ZRX19772,Super Value Plus
ZRX19776,Normal
ZRX19780,Value
ZRX19784,Value Plus
ZRX19787,Normal
ZRX19789,Value Plus
ZRX19800,Super Value Plus
ZRX19801,Standard
ZRX19802,Standard
ZRX19819,Super Value Plus
ZRX19820,Normal
ZRX19823,Normal
ZRX19824,Value
ZRX19828,Super Value Plus
ZRX19829,Normal
ZRX19832,Value
ZRX19837,Normal
ZRX19838,Value
ZRX19841,Standard
ZRX19843,Value
ZRX19857,Value
ZRX19859,Normal
ZRX19864,Normal
ZRX19865,Value Plus
ZRX19870,Value Plus
ZRX19871,Value Plus
ZRX19874,Super Value Plus
ZRX19877,Standard
ZRX19882,Normal
ZRX19885,Standard
ZRX19888,Normal
ZRX19898,Value Plus
ZRX19902,Super Value Plus
ZRX19903,Value
ZRX19909,Normal
ZRX19919,Value Plus
ZRX19921,Super Value Plus
ZRX19922,Standard
ZRX19925,Value
ZRX19933,Value Plus
ZRX19935,Super Value Plus
ZRX19937,Standard
ZRX19940,Value
ZRX19946,Standard
ZRX19948,Super Value Plus
ZRX19950,Normal
ZRX19953,Normal
ZRX19965,Standard
ZRX19972,Standard
ZRX19976,Value
ZRX19977,Standard
ZRX19979,Super Value Plus
ZRX19980,Normal
ZRX19986,Standard
ZRX19988,Value
